,0,1,2,3,4,5
1041,더 럭셔리 그랜저,Q240 디럭스,10/10식(11년형),"73,004km",가솔린,550
1042,그랜저 뉴 럭셔리,Q270 프리미어 스마트팩,09/11식(10년형),"176,025km",가솔린,380
1043,그랜저 IG 하이브리드,프리미엄,18/05식(19년형),"90,245km",가솔린+전기,"2,499"
1044,그랜저 HG,HG300 익스클루시브,14/02식,"129,703km",가솔린,"1,250"
1045,,,,,,
1046,더 뉴 그랜저 IG,3.3 르블랑,21/09식(22년형),"13,410km",가솔린,"3,990"
1047,더 뉴 그랜저 IG 하이브리드,프리미엄 초이스,21/02식,"33,425km",가솔린+전기,"3,630"
1048,그랜저 IG,3.0 익스클루시브 스페셜,17/07식(18년형),"124,738km",가솔린,"2,030"
1049,더 뉴 그랜저 IG,2.5 프리미엄,20/03식,"19,090km",가솔린,"2,930"
1050,더 럭셔리 그랜저,Q240 디럭스,10/10식(11년형),"73,004km",가솔린,550
1051,그랜저 뉴 럭셔리,Q270 프리미어 스마트팩,09/11식(10년형),"176,025km",가솔린,380
1052,그랜저 IG 하이브리드,프리미엄,18/05식(19년형),"90,245km",가솔린+전기,"2,499"
1053,그랜저 HG,HG300 익스클루시브,14/02식,"129,703km",가솔린,"1,250"
1054,더 뉴 그랜저 IG,3.3 르블랑,21/09식(22년형),"13,410km",가솔린,"3,990"
1055,더 뉴 그랜저 IG 하이브리드,프리미엄 초이스,21/02식,"33,425km",가솔린+전기,"3,630"
1056,그랜저 IG,3.0 익스클루시브 스페셜,17/07식(18년형),"124,738km",가솔린,"2,030"
1057,더 뉴 그랜저 IG,2.5 프리미엄,20/03식,"19,090km",가솔린,"2,930"
1058,그랜저 HG,HG300 로얄,11/04식,"173,000km",가솔린,790
1059,그랜저 HG,HG240 럭셔리,11/03식,"76,729km",가솔린,929
1060,그랜저 IG,3.0 LPi 모던 (렌터카),18/06식(19년형),"100,505km",LPG(일반인 구입),"1,850"
1061,그랜저 IG,3.0 익스클루시브,18/09식(19년형),"69,259km",가솔린,"2,465"
1062,그랜저 IG,3.0 익스클루시브,18/04식,"79,027km",가솔린,"2,150"
1063,그랜저 HG,HG240 모던,14/11식(15년형),"87,157km",가솔린,"1,270"
1064,그랜저 TG,LPI Q270 모범형 팩1,07/07식,"162,791km",LPG(일반인 구입),330
1065,더 뉴 그랜저 IG,3.0 LPi (렌터카용) 프리미엄,20/11식(21년형),"51,000km",LPG(일반인 구입),"2,350"
1066,그랜저 IG,3.0 익스클루시브,18/02식,"68,734km",가솔린,"2,399"
1067,그랜저 IG 하이브리드,프리미엄,18/05식(19년형),"104,588km",가솔린+전기,"2,090"
1068,그랜저 IG,2.2 디젤 프리미엄,17/09식(18년형),"123,094km",디젤,"1,650"
1069,그랜저 HG,HG220 디젤 프리미엄,15/03식,"103,157km",디젤,"1,430"
1070,그랜저 HG,HG220 디젤 프리미엄,14/07식(15년형),"175,669km",디젤,"1,230"
1071,그랜저 뉴 럭셔리,Q270 럭셔리 기본형,09/06식,"145,897km",가솔린,400
1072,그랜저 IG,2.4 프리미엄 스페셜,18/02식,"40,762km",가솔린,"2,150"
1073,그랜저 HG,HG300 로얄,11/03식,"109,603km",가솔린,935
1074,그랜저 IG,3.0 익스클루시브,18/07식(19년형),"110,600km",가솔린,"2,099"
1075,그랜저 IG,2.2 디젤 모던,18/07식(19년형),"63,675km",디젤,"2,130"
1076,더 뉴 그랜저 IG 하이브리드,익스클루시브,20/10식,"11,633km",가솔린+전기,"3,550"
1077,그랜저 HG,아제라(수출형),12/12식,"80,982km",가솔린,"1,090"
1078,그랜저 IG,2.4 프리미엄,18/01식,"61,751km",가솔린,"2,150"
1079,그랜저 IG,3.0 LPi 모던 (렌터카),17/11식(18년형),"56,888km",LPG(일반인 구입),"2,030"
1080,더 뉴 그랜저 IG,3.0 LPi (택시형) 고급형,21/04식,"67,119km",LPG(일반인 구입),"2,590"
1081,더 뉴 그랜저 IG,2.5 스페셜,20/09식,"69,731km",가솔린,"3,190"
1082,그랜저 IG,3.0 익스클루시브 스페셜,18/12식(19년형),"75,465km",가솔린,"2,490"
1083,그랜저 HG,HG220 디젤 프리미엄,14/08식(15년형),"45,529km",디젤,"1,620"
1084,그랜저 HG,HG300 로얄,11/03식,"161,800km",가솔린,840
1085,그랜저 IG,3.0 익스클루시브 스페셜,19/02식,"112,204km",가솔린,"2,150"
1086,그랜저 IG 하이브리드,익스클루시브 스페셜,19/01식,"92,266km",가솔린+전기,"2,599"
1087,그랜저 XG,Q25 SE 기본형,02/02식,"80,724km",가솔린,220
1088,더 뉴 그랜저 IG,3.0 LPi 익스클루시브,21/02식,"21,284km",LPG(일반인 구입),"3,500"
1089,더 뉴 그랜저 IG,2.5 익스클루시브,20/01식,"32,823km",가솔린,"3,290"
1090,더 뉴 그랜저 IG,2.5 캘리그래피,21/01식,"13,515km",가솔린,"3,820"
1091,그랜저 HG,HG220 디젤 프리미엄,14/10식(15년형),"222,999km",디젤,"1,030"
1092,그랜저 HG,HG220 디젤 프리미엄,15/11식(16년형),"123,000km",디젤,930
1093,그랜저 IG,3.0 익스클루시브,17/09식(18년형),"67,100km",가솔린,"2,199"
1094,그랜저 HG,HG330 셀러브리티,13/02식,"117,857km",가솔린,"1,250"
1095,더 뉴 그랜저 IG,3.3 캘리그래피,21/03식,"19,341km",가솔린,"3,950"
1096,그랜저 HG,HG240 모던,13/04식(14년형),"56,791km",가솔린,"1,350"
1097,그랜저 IG,3.0 모던 베이직 (렌터카),18/08식(19년형),"91,325km",가솔린,"1,780"
1098,그랜저 HG,HG220 디젤 프리미엄,14/07식(15년형),"133,749km",디젤,"1,330"
1099,,,,,,
1100,더 럭셔리 그랜저,Q240 디럭스,10/10식(11년형),"73,004km",가솔린,550
1101,그랜저 뉴 럭셔리,Q270 프리미어 스마트팩,09/11식(10년형),"176,025km",가솔린,380
1102,그랜저 IG 하이브리드,프리미엄,18/05식(19년형),"90,245km",가솔린+전기,"2,499"
1103,그랜저 HG,HG300 익스클루시브,14/02식,"129,703km",가솔린,"1,250"
1104,더 뉴 그랜저 IG,3.3 르블랑,21/09식(22년형),"13,410km",가솔린,"3,990"
1105,더 뉴 그랜저 IG 하이브리드,프리미엄 초이스,21/02식,"33,425km",가솔린+전기,"3,630"
1106,그랜저 IG,3.0 익스클루시브 스페셜,17/07식(18년형),"124,738km",가솔린,"2,030"
1107,더 뉴 그랜저 IG,2.5 프리미엄,20/03식,"19,090km",가솔린,"2,930"
1108,그랜저 HG,HG300 로얄,11/04식,"173,000km",가솔린,790
1109,그랜저 HG,HG240 럭셔리,11/03식,"76,729km",가솔린,929
1110,그랜저 IG,3.0 LPi 모던 (렌터카),18/06식(19년형),"100,505km",LPG(일반인 구입),"1,850"
1111,그랜저 IG,3.0 익스클루시브,18/09식(19년형),"69,259km",가솔린,"2,465"
1112,그랜저 IG,3.0 익스클루시브,18/04식,"79,027km",가솔린,"2,150"
1113,그랜저 HG,HG240 모던,14/11식(15년형),"87,157km",가솔린,"1,270"
1114,그랜저 TG,LPI Q270 모범형 팩1,07/07식,"162,791km",LPG(일반인 구입),330
1115,더 뉴 그랜저 IG,3.0 LPi (렌터카용) 프리미엄,20/11식(21년형),"51,000km",LPG(일반인 구입),"2,350"
1116,그랜저 IG,3.0 익스클루시브,18/02식,"68,734km",가솔린,"2,399"
1117,그랜저 IG 하이브리드,프리미엄,18/05식(19년형),"104,588km",가솔린+전기,"2,090"
1118,그랜저 IG,2.2 디젤 프리미엄,17/09식(18년형),"123,094km",디젤,"1,650"
1119,그랜저 HG,HG220 디젤 프리미엄,15/03식,"103,157km",디젤,"1,430"
1120,그랜저 HG,HG220 디젤 프리미엄,14/07식(15년형),"175,669km",디젤,"1,230"
1121,그랜저 뉴 럭셔리,Q270 럭셔리 기본형,09/06식,"145,897km",가솔린,400
1122,그랜저 IG,2.4 프리미엄 스페셜,18/02식,"40,762km",가솔린,"2,150"
1123,그랜저 HG,HG300 로얄,11/03식,"109,603km",가솔린,935
1124,그랜저 IG,3.0 익스클루시브,18/07식(19년형),"110,600km",가솔린,"2,099"
1125,그랜저 IG,2.2 디젤 모던,18/07식(19년형),"63,675km",디젤,"2,130"
1126,더 뉴 그랜저 IG 하이브리드,익스클루시브,20/10식,"11,633km",가솔린+전기,"3,550"
1127,그랜저 HG,아제라(수출형),12/12식,"80,982km",가솔린,"1,090"
1128,그랜저 IG,2.4 프리미엄,18/01식,"61,751km",가솔린,"2,150"
1129,그랜저 IG,3.0 LPi 모던 (렌터카),17/11식(18년형),"56,888km",LPG(일반인 구입),"2,030"
1130,더 뉴 그랜저 IG,3.0 LPi (택시형) 고급형,21/04식,"67,119km",LPG(일반인 구입),"2,590"
1131,더 뉴 그랜저 IG,2.5 스페셜,20/09식,"69,731km",가솔린,"3,190"
1132,그랜저 IG,3.0 익스클루시브 스페셜,18/12식(19년형),"75,465km",가솔린,"2,490"
1133,그랜저 HG,HG220 디젤 프리미엄,14/08식(15년형),"45,529km",디젤,"1,620"
1134,그랜저 HG,HG300 로얄,11/03식,"161,800km",가솔린,840
1135,그랜저 IG,3.0 익스클루시브 스페셜,19/02식,"112,204km",가솔린,"2,150"
1136,그랜저 IG 하이브리드,익스클루시브 스페셜,19/01식,"92,266km",가솔린+전기,"2,599"
1137,그랜저 XG,Q25 SE 기본형,02/02식,"80,724km",가솔린,220
1138,더 뉴 그랜저 IG,3.0 LPi 익스클루시브,21/02식,"21,284km",LPG(일반인 구입),"3,500"
1139,더 뉴 그랜저 IG,2.5 익스클루시브,20/01식,"32,823km",가솔린,"3,290"
1140,더 뉴 그랜저 IG,2.5 캘리그래피,21/01식,"13,515km",가솔린,"3,820"
1141,그랜저 HG,HG220 디젤 프리미엄,14/10식(15년형),"222,999km",디젤,"1,030"
1142,그랜저 HG,HG220 디젤 프리미엄,15/11식(16년형),"123,000km",디젤,930
1143,그랜저 IG,3.0 익스클루시브,17/09식(18년형),"67,100km",가솔린,"2,199"
1144,그랜저 HG,HG330 셀러브리티,13/02식,"117,857km",가솔린,"1,250"
1145,더 뉴 그랜저 IG,3.3 캘리그래피,21/03식,"19,341km",가솔린,"3,950"
1146,그랜저 HG,HG240 모던,13/04식(14년형),"56,791km",가솔린,"1,350"
1147,그랜저 IG,3.0 모던 베이직 (렌터카),18/08식(19년형),"91,325km",가솔린,"1,780"
1148,그랜저 HG,HG220 디젤 프리미엄,14/07식(15년형),"133,749km",디젤,"1,330"
1149,,,,,,
1150,그랜저 IG,2.4 프리미엄,18/01식,"61,751km",가솔린,"2,150"
1151,그랜저 IG,3.0 LPi 모던 (렌터카),17/11식(18년형),"56,888km",LPG(일반인 구입),"2,030"
1152,더 뉴 그랜저 IG,3.0 LPi (택시형) 고급형,21/04식,"67,119km",LPG(일반인 구입),"2,590"
1153,더 뉴 그랜저 IG,2.5 스페셜,20/09식,"69,731km",가솔린,"3,190"
1154,그랜저 IG,3.0 익스클루시브 스페셜,18/12식(19년형),"75,465km",가솔린,"2,490"
1155,그랜저 HG,HG220 디젤 프리미엄,14/08식(15년형),"45,529km",디젤,"1,620"
1156,그랜저 HG,HG300 로얄,11/03식,"161,800km",가솔린,840
1157,그랜저 IG,3.0 익스클루시브 스페셜,19/02식,"112,204km",가솔린,"2,150"
1158,그랜저 IG 하이브리드,익스클루시브 스페셜,19/01식,"92,266km",가솔린+전기,"2,599"
1159,그랜저 XG,Q25 SE 기본형,02/02식,"80,724km",가솔린,220
1160,더 뉴 그랜저 IG,3.0 LPi 익스클루시브,21/02식,"21,284km",LPG(일반인 구입),"3,500"
1161,더 뉴 그랜저 IG,2.5 익스클루시브,20/01식,"32,823km",가솔린,"3,290"
1162,더 뉴 그랜저 IG,2.5 캘리그래피,21/01식,"13,515km",가솔린,"3,820"
1163,그랜저 HG,HG220 디젤 프리미엄,14/10식(15년형),"222,999km",디젤,"1,030"
1164,그랜저 HG,HG220 디젤 프리미엄,15/11식(16년형),"123,000km",디젤,930
1165,그랜저 IG,3.0 익스클루시브,17/09식(18년형),"67,100km",가솔린,"2,199"
1166,그랜저 HG,HG330 셀러브리티,13/02식,"117,857km",가솔린,"1,250"
1167,더 뉴 그랜저 IG,3.3 캘리그래피,21/03식,"19,341km",가솔린,"3,950"
1168,그랜저 HG,HG240 모던,13/04식(14년형),"56,791km",가솔린,"1,350"
1169,그랜저 IG,3.0 모던 베이직 (렌터카),18/08식(19년형),"91,325km",가솔린,"1,780"
1170,그랜저 HG,HG220 디젤 프리미엄,14/07식(15년형),"133,749km",디젤,"1,330"
1171,그랜저 IG,3.0 익스클루시브,18/01식,"95,455km",가솔린,"1,990"
1172,그랜저 IG,3.0 익스클루시브,17/07식,"58,609km",가솔린,"2,290"
1173,그랜저 IG,3.0 익스클루시브 스페셜,18/06식(19년형),"85,972km",가솔린,"2,690"
1174,그랜저 IG,3.0 익스클루시브 스페셜,17/11식(18년형),"100,434km",가솔린,"2,299"
1175,그랜저 IG,2.4 프리미엄,17/06식(18년형),"17,091km",가솔린,"2,399"
1176,그랜저 HG,HG240 모던,13/09식(14년형),"79,156km",가솔린,"1,190"
1177,그랜저 HG,HG300 프리미엄,16/08식,"27,205km",가솔린,"2,000"
1178,그랜저 HG,LPG HG300 익스클루시브,15/04식,"155,051km",LPG(일반인 구입),"1,280"
1179,더 뉴 그랜저 IG,3.3 캘리그래피,21/11식(22년형),"3,629km",가솔린,"4,130"
1180,그랜저 IG 하이브리드,익스클루시브,19/11식,"71,134km",가솔린+전기,"2,730"
1181,더 뉴 그랜저 IG,2.5 캘리그래피,20/01식,"24,852km",가솔린,"3,870"
1182,그랜저 HG,HG300 익스클루시브,15/03식,"136,241km",가솔린,"1,149"
1183,그랜저 HG,HG220 디젤 모던,16/05식,"109,426km",디젤,"1,370"
1184,그랜저 HG,LPG HG300 모던,15/12식(16년형),"132,650km",LPG(일반인 구입),780
1185,그랜저 IG 하이브리드,익스클루시브,17/07식(18년형),"106,071km",가솔린+전기,"2,220"
1186,그랜저 HG,HG330 셀러브리티,12/10식,"115,699km",가솔린,740
1187,그랜저 HG,HG240 럭셔리,12/03식,"118,965km",가솔린,880
1188,그랜저 IG 하이브리드,익스클루시브,18/02식,"210,819km",가솔린+전기,"1,599"
1189,그랜저 HG,HG220 디젤 프리미엄,15/06식,"66,304km",디젤,"1,830"
1190,그랜저 HG,LPG HG300 이그제큐티브,12/07식,"266,768km",LPG(일반인 구입),580
1191,그랜저 IG,3.0 익스클루시브 스페셜,19/03식,"68,489km",가솔린,"2,860"
1192,그랜저 IG,3.0 익스클루시브 스페셜,18/02식,"80,305km",가솔린,"2,590"
1193,그랜저 IG,2.4 프리미엄,17/03식(18년형),"113,588km",가솔린,"1,750"
1194,그랜저 IG,3.3 셀러브리티,17/12식(18년형),"119,021km",가솔린,"2,249"
1195,,,,,,
1196,그랜저 HG,LPG HG300 모던,15/03식,"128,563km",LPG(일반인 구입),"1,099"
1197,그랜저 IG,2.4 모던 베이직 (렌터카),17/04식,"150,380km",가솔린,"1,330"
1198,그랜저 HG,HG240 럭셔리,12/06식,"189,900km",가솔린,450
1199,그랜저 IG,3.0 프리미엄,19/02식,"90,151km",가솔린,"2,350"
1200,더 뉴 그랜저 IG,3.3 캘리그래피,21/11식(22년형),"3,629km",가솔린,"4,130"
1201,그랜저 IG 하이브리드,익스클루시브,19/11식,"71,134km",가솔린+전기,"2,730"
1202,더 뉴 그랜저 IG,2.5 캘리그래피,20/01식,"24,852km",가솔린,"3,870"
1203,그랜저 HG,HG300 익스클루시브,15/03식,"136,241km",가솔린,"1,149"
1204,그랜저 HG,HG220 디젤 모던,16/05식,"109,426km",디젤,"1,370"
1205,그랜저 HG,LPG HG300 모던,15/12식(16년형),"132,650km",LPG(일반인 구입),780
1206,그랜저 IG 하이브리드,익스클루시브,17/07식(18년형),"106,071km",가솔린+전기,"2,220"
1207,그랜저 HG,HG330 셀러브리티,12/10식,"115,699km",가솔린,740
1208,그랜저 HG,HG240 럭셔리,12/03식,"118,965km",가솔린,880
1209,그랜저 IG 하이브리드,익스클루시브,18/02식,"210,819km",가솔린+전기,"1,599"
1210,그랜저 HG,HG220 디젤 프리미엄,15/06식,"66,304km",디젤,"1,830"
1211,그랜저 HG,LPG HG300 이그제큐티브,12/07식,"266,768km",LPG(일반인 구입),580
1212,그랜저 IG,3.0 익스클루시브 스페셜,19/03식,"68,489km",가솔린,"2,860"
1213,그랜저 IG,3.0 익스클루시브 스페셜,18/02식,"80,305km",가솔린,"2,590"
1214,그랜저 IG,2.4 프리미엄,17/03식(18년형),"113,588km",가솔린,"1,750"
1215,그랜저 IG,3.3 셀러브리티,17/12식(18년형),"119,021km",가솔린,"2,249"
1216,그랜저 HG,LPG HG300 모던,15/03식,"128,563km",LPG(일반인 구입),"1,099"
1217,그랜저 IG,2.4 모던 베이직 (렌터카),17/04식,"150,380km",가솔린,"1,330"
1218,그랜저 HG,HG240 럭셔리,12/06식,"189,900km",가솔린,450
1219,그랜저 IG,3.0 프리미엄,19/02식,"90,151km",가솔린,"2,350"
1220,그랜저 IG 하이브리드,익스클루시브,17/06식(18년형),"81,897km",가솔린+전기,"2,730"
1221,그랜저 HG,HG240 럭셔리,12/11식,"146,871km",가솔린,930
1222,그랜저 HG,HG240 모던,13/07식(14년형),"144,716km",가솔린,800
1223,그랜저 뉴 럭셔리,Q270 럭셔리 기본형,08/12식(09년형),"192,500km",가솔린,290
1224,그랜저 HG,HG220 디젤 프리미엄,15/03식,"110,394km",디젤,"1,400"
1225,그랜저 IG 하이브리드,프리미엄,19/11식,"19,785km",가솔린+전기,"3,240"
1226,그랜저 IG,3.0 익스클루시브,17/05식(18년형),"54,508km",가솔린,"2,030"
1227,,,,,,
1228,그랜저 IG,2.4 프리미엄,16/12식(17년형),"83,698km",가솔린,"2,350"
1229,그랜저 IG,3.0 익스클루시브 스페셜,19/01식,"57,318km",가솔린,"2,670"
1230,그랜저 IG,3.3 셀러브리티,17/11식(18년형),"49,780km",가솔린,"2,830"
1231,그랜저 뉴 럭셔리,LPI Q270 개인형,08/06식(09년형),"336,161km",LPG(일반인 구입),210
1232,그랜저 IG,3.0 익스클루시브,18/09식(19년형),"69,259km",가솔린,"2,465"
1233,그랜저 IG,2.4 프리미엄 스페셜,17/03식(18년형),"85,975km",가솔린,"2,390"
1234,그랜저 IG,2.4 프리미엄,18/01식,"61,751km",가솔린,"2,150"
1235,그랜저 HG,HG220 디젤 프리미엄,14/07식(15년형),"133,749km",디젤,"1,330"
1236,그랜저 TG,Q270 럭셔리 기본형,05/08식,"148,800km",가솔린,270
1237,그랜저 IG,3.0 프리미엄,19/03식,"46,529km",가솔린,"2,420"
1238,더 뉴 그랜저 IG,3.3 익스클루시브,20/03식,"15,911km",가솔린,"3,599"
1239,그랜저 HG,LPG HG300 이그제큐티브,12/11식,"185,442km",LPG(일반인 구입),930
1240,그랜저 IG 하이브리드,익스클루시브,18/01식,"15,298km",가솔린+전기,"2,699"
1241,그랜저 IG,3.0 익스클루시브 스페셜,19/03식,"121,771km",가솔린,"1,900"
1242,그랜저 HG 하이브리드,프리미엄,14/12식(15년형),"123,261km",가솔린+전기,"1,390"
1243,그랜저 HG,HG240 럭셔리,11/08식,"182,428km",가솔린,690
1244,그랜저 IG,2.4 프리미엄,17/10식(18년형),"128,918km",가솔린,"1,780"
1245,그랜저 HG,HG240 모던,15/01식,"112,656km",가솔린,"1,360"
1246,더 뉴 그랜저 IG,3.0 LPi 익스클루시브,21/03식,"18,154km",LPG(일반인 구입),"3,650"
1247,더 뉴 그랜저 IG,3.3 캘리그래피,21/01식,"95,398km",가솔린,"3,399"
1248,그랜저 IG,3.0 익스클루시브,17/01식,"114,400km",가솔린,"1,690"
1249,그랜저 IG,2.4 모던,17/07식(18년형),"7,101km",가솔린,"2,350"
1250,그랜저 IG,2.4 프리미엄,17/10식(18년형),"128,918km",가솔린,"1,780"
1251,그랜저 HG,HG240 모던,15/01식,"112,656km",가솔린,"1,360"
1252,더 뉴 그랜저 IG,3.0 LPi 익스클루시브,21/03식,"18,154km",LPG(일반인 구입),"3,650"
1253,더 뉴 그랜저 IG,3.3 캘리그래피,21/01식,"95,398km",가솔린,"3,399"
1254,그랜저 IG,3.0 익스클루시브,17/01식,"114,400km",가솔린,"1,690"
1255,그랜저 IG,2.4 모던,17/07식(18년형),"7,101km",가솔린,"2,350"
1256,그랜저 IG,3.0 익스클루시브 스페셜,18/09식(19년형),"80,812km",가솔린,"2,470"
1257,그랜저 IG,2.4 프리미엄,18/08식(19년형),"81,636km",가솔린,"1,999"
1258,그랜저 HG,HG300 익스클루시브,14/05식,"70,519km",가솔린,"1,350"
1259,더 뉴 그랜저 IG,2.5 익스클루시브,20/01식,"32,823km",가솔린,"3,290"
1260,더 뉴 그랜저 IG,3.3 캘리그래피,21/11식(22년형),"3,629km",가솔린,"4,130"
1261,그랜저 HG,HG300 익스클루시브,15/03식,"136,241km",가솔린,"1,149"
1262,그랜저 HG,HG300 프리미엄,14/08식(15년형),"82,031km",가솔린,"1,340"
1263,그랜저 HG,HG220 디젤 프리미엄,15/11식(16년형),"51,065km",디젤,"1,699"
1264,더 뉴 그랜저 IG,2.5 프리미엄 초이스,20/03식,"28,698km",가솔린,"2,999"
1265,그랜저 IG,3.0 익스클루시브 스페셜,18/06식(19년형),"85,972km",가솔린,"2,690"
1266,그랜저 IG,3.0 익스클루시브,18/09식(19년형),"38,533km",가솔린,"2,680"
1267,그랜저 IG,2.4 모던,18/04식,"103,989km",가솔린,"1,700"
